order_id,order_date,order_placed_time,day_of_week,city,vendor_id,vendor_name,order_type,driver_id,distance_km,weather_condition,is_peak_hour,order_value_inr,delivery_time_min,is_delayed,is_cancelled,customer_rating
ORD00404,6/14/2026,15:26:00,Sunday,Chennai,V002,Urban Tadka,Grocery,DRV011,2.25,Clear,0,1146.91,15.7,0,0,5
ORD00405,1/21/2026,16:39:00,Wednesday,Mumbai,V007,Wok This Way,Food Delivery,DRV022,3.2,Clear,0,1314.49,31.5,0,0,3
ORD00406,5/14/2026,12:44:00,Thursday,Hyderabad,V011,Roti Roll Co.,Food Delivery,DRV056,6.32,Clear,1,359.8,44.3,0,0,3
ORD00407,6/29/2026,17:29:00,Monday,Hyderabad,V011,Roti Roll Co.,Food Delivery,DRV021,3.81,Clear,0,301.99,28.5,0,0,3
ORD00408,6/9/2026,8:52:00,Tuesday,Chennai,V002,Urban Tadka,Grocery,DRV014,2.91,Clear,0,148.14,23.5,0,0,5
ORD00409,1/17/2026,13:05:00,Saturday,Chennai,V003,Bowl & Broth,Food Delivery,DRV018,2.57,Clear,1,1198.01,24.4,0,0,5
ORD00410,4/4/2026,13:45:00,Saturday,Chennai,V002,Urban Tadka,Food Delivery,DRV053,1.89,Clear,1,633.24,29.4,0,0,5
ORD00411,2/18/2026,15:33:00,Wednesday,Chennai,V001,Spice Route Kitchen,Grocery,DRV038,0.95,Clear,0,1382,15.2,0,0,5
ORD00412,4/1/2026,14:57:00,Wednesday,Chennai,V003,Bowl & Broth,Grocery,DRV034,0.43,Clear,0,816.48,6.9,0,0,4
ORD00413,1/31/2026,13:00:00,Saturday,Chennai,V002,Urban Tadka,Food Delivery,DRV004,2.85,Clear,1,823.84,22.1,0,0,5
ORD00414,3/27/2026,15:11:00,Friday,Bengaluru,V010,Bun Intended Burgers,Food Delivery,DRV047,3.62,Rain,0,204,40.4,0,0,4
ORD00415,5/20/2026,16:35:00,Wednesday,Mumbai,V007,Wok This Way,Food Delivery,DRV040,2.89,Clear,0,301.27,29.9,0,0,3
ORD00416,3/12/2026,22:18:00,Thursday,Mumbai,V007,Wok This Way,Food Delivery,DRV011,2.76,Rain,0,1020.1,30.6,0,0,3
ORD00417,4/12/2026,15:00:00,Sunday,Delhi,V006,Tandoori Nights,Pharmacy,DRV029,5.75,Rain,0,475.23,45.9,1,0,3
ORD00418,5/4/2026,18:21:00,Monday,Bengaluru,V010,Bun Intended Burgers,Food Delivery,DRV010,7.16,Clear,0,187.47,51.6,1,0,4
ORD00419,2/18/2026,15:05:00,Wednesday,Delhi,V006,Tandoori Nights,Grocery,DRV052,2.2,Rain,0,953.24,24.5,0,0,3
ORD00420,5/6/2026,13:58:00,Wednesday,Hyderabad,V011,Roti Roll Co.,Pharmacy,DRV009,2.35,Clear,1,706.5,25.4,0,0,3
ORD00421,6/2/2026,22:31:00,Tuesday,Bengaluru,V004,Curry Express,Food Delivery,DRV042,0.78,Clear,0,969.94,16.1,0,0,5
ORD00422,1/20/2026,12:40:00,Tuesday,Hyderabad,V011,Roti Roll Co.,Food Delivery,DRV055,3.78,Rain,1,843.14,39.9,0,0,4
ORD00423,4/25/2026,12:26:00,Saturday,Hyderabad,V011,Roti Roll Co.,Pharmacy,DRV029,5.51,Rain,1,866.33,,0,1,
ORD00424,4/3/2026,22:02:00,Friday,Delhi,V006,Tandoori Nights,Grocery,DRV025,9.05,Rain,0,1061.12,63.7,1,0,2
ORD00425,3/25/2026,10:15:00,Wednesday,Mumbai,V012,Dosa Point,Food Delivery,DRV022,0.94,Rain,0,1060.5,18.9,0,0,5
ORD00426,4/10/2026,12:07:00,Friday,Bengaluru,V004,Curry Express,Food Delivery,DRV040,2.58,Clear,1,671.66,34.5,0,0,4
ORD00427,6/29/2026,15:18:00,Monday,Chennai,V002,Urban Tadka,Food Delivery,DRV017,0.75,Clear,0,1333.69,21.2,0,0,5
ORD00428,6/20/2026,18:12:00,Saturday,Hyderabad,V011,Roti Roll Co.,Food Delivery,DRV040,3.58,Rain,0,796.07,40.1,0,0,3
ORD00429,3/6/2026,15:57:00,Friday,Chennai,V002,Urban Tadka,Food Delivery,DRV045,2.04,Rain,0,502.63,,0,1,
ORD00430,5/21/2026,13:04:00,Thursday,Bengaluru,V010,Bun Intended Burgers,Grocery,DRV039,1.2,Clear,1,384.5,20.8,0,0,5
ORD00431,4/2/2026,13:49:00,Thursday,Hyderabad,V011,Roti Roll Co.,Grocery,DRV017,1.85,Rain,1,1054.11,19.9,0,0,3
ORD00432,6/12/2026,22:00:00,Friday,Hyderabad,V009,Sushi Central,Food Delivery,DRV058,1.54,Clear,0,1362.31,25.1,0,0,5
ORD00433,6/26/2026,17:39:00,Friday,Mumbai,V007,Wok This Way,Food Delivery,DRV003,4.46,Clear,0,1094.09,33.7,0,0,3
ORD00434,6/8/2026,16:35:00,Monday,Delhi,V005,Green Leaf Cafe,Food Delivery,DRV055,2.34,Clear,0,657.92,,0,1,
ORD00435,6/8/2026,11:41:00,Monday,Bengaluru,V008,Pizza Junction,Food Delivery,DRV015,2.25,Clear,0,1238.46,31.8,0,0,4
ORD00436,2/4/2026,19:26:00,Wednesday,Delhi,V005,Green Leaf Cafe,Grocery,DRV028,1.43,Clear,1,1104.46,20.3,0,0,4
ORD00437,4/18/2026,14:47:00,Saturday,Delhi,V005,Green Leaf Cafe,Food Delivery,DRV023,1.1,Clear,0,231.04,18.2,0,0,4
ORD00438,2/5/2026,14:29:00,Thursday,Hyderabad,V009,Sushi Central,Food Delivery,DRV036,1.89,Clear,0,485.88,25.3,0,0,4
ORD00439,5/6/2026,15:08:00,Wednesday,Chennai,V002,Urban Tadka,Food Delivery,DRV041,3.25,Clear,0,641.06,34.9,0,0,5
ORD00440,2/18/2026,15:53:00,Wednesday,Bengaluru,V008,Pizza Junction,Food Delivery,DRV034,0.77,Clear,0,787.1,13.8,0,0,5
ORD00441,2/23/2026,16:26:00,Monday,Delhi,V005,Green Leaf Cafe,Food Delivery,DRV018,5.82,Rain,0,1134.65,45.1,1,0,3
ORD00442,1/24/2026,21:37:00,Saturday,Mumbai,V012,Dosa Point,Food Delivery,DRV043,3.33,Clear,1,781.77,41.9,0,0,5
ORD00443,3/5/2026,16:04:00,Thursday,Bengaluru,V010,Bun Intended Burgers,Food Delivery,DRV051,1.57,Rain,0,579.35,,0,1,
ORD00444,3/10/2026,14:27:00,Tuesday,Mumbai,V007,Wok This Way,Food Delivery,DRV041,1.23,Rain,0,681.49,27.7,0,0,4
ORD00445,3/16/2026,11:25:00,Monday,Mumbai,V007,Wok This Way,Grocery,DRV017,1.41,Clear,0,856.09,18.9,0,0,4
ORD00446,1/1/2026,8:24:00,Thursday,Bengaluru,V004,Curry Express,Food Delivery,DRV048,2.01,Clear,0,338.99,20.1,0,0,5
ORD00447,6/3/2026,18:52:00,Wednesday,Hyderabad,V009,Sushi Central,Food Delivery,DRV027,1.89,Clear,0,1191.19,37.2,0,0,4
ORD00448,1/12/2026,16:35:00,Monday,Mumbai,V012,Dosa Point,Food Delivery,DRV021,9.59,Clear,0,1233.63,63.3,1,0,4
ORD00449,1/3/2026,14:34:00,Saturday,Bengaluru,V010,Bun Intended Burgers,Grocery,DRV023,0.92,Clear,0,1321.56,21.4,0,0,5
ORD00450,3/15/2026,14:07:00,Sunday,Chennai,V002,Urban Tadka,Food Delivery,DRV017,3.27,Clear,0,794.33,25.6,0,0,5
ORD00451,5/22/2026,20:56:00,Friday,Hyderabad,V011,Roti Roll Co.,Pharmacy,DRV001,2.04,Clear,1,421.52,24.6,0,0,3
ORD00452,5/26/2026,19:54:00,Tuesday,Hyderabad,V009,Sushi Central,Pharmacy,DRV001,4.33,Clear,1,638.4,39.1,0,0,4
ORD00453,1/29/2026,14:36:00,Thursday,Delhi,V005,Green Leaf Cafe,Food Delivery,DRV026,1.26,Heavy Traffic Event,0,672.86,16.6,0,0,3
ORD00454,1/4/2026,14:37:00,Sunday,Chennai,V003,Bowl & Broth,Food Delivery,DRV026,3.59,Clear,0,419.42,35.1,0,0,4
ORD00455,6/22/2026,15:04:00,Monday,Hyderabad,V009,Sushi Central,Food Delivery,DRV040,5.46,Clear,0,1021.34,,0,1,
ORD00456,2/27/2026,15:55:00,Friday,Bengaluru,V010,Bun Intended Burgers,Food Delivery,DRV047,1.15,Clear,0,1087.53,21.4,0,0,5
ORD00457,6/4/2026,17:45:00,Thursday,Chennai,V003,Bowl & Broth,Food Delivery,DRV012,6.34,Clear,0,1371.65,45.1,1,0,4
ORD00458,5/16/2026,17:31:00,Saturday,Hyderabad,V011,Roti Roll Co.,Food Delivery,DRV004,2.29,Rain,0,950.92,26.5,0,0,3
ORD00459,1/29/2026,10:26:00,Thursday,Mumbai,V012,Dosa Point,Food Delivery,DRV014,5.29,Clear,0,981.45,43.7,0,0,5
ORD00460,6/8/2026,12:41:00,Monday,Chennai,V001,Spice Route Kitchen,Food Delivery,DRV059,3.27,Clear,1,986.94,37.9,0,0,4
ORD00461,6/17/2026,21:24:00,Wednesday,Hyderabad,V011,Roti Roll Co.,Grocery,DRV038,3.93,Rain,1,942.56,32,0,0,4
ORD00462,3/5/2026,12:39:00,Thursday,Hyderabad,V009,Sushi Central,Food Delivery,DRV025,7.81,Clear,1,1150.19,58.9,1,0,4
ORD00463,1/16/2026,22:34:00,Friday,Chennai,V003,Bowl & Broth,Food Delivery,DRV049,3.47,Rain,0,591.94,30.1,0,0,4
ORD00464,5/31/2026,12:39:00,Sunday,Chennai,V003,Bowl & Broth,Grocery,DRV027,3.37,Clear,1,576.2,27.3,0,0,5
ORD00465,5/7/2026,15:04:00,Thursday,Hyderabad,V009,Sushi Central,Food Delivery,DRV011,3.04,Clear,0,1190.23,27.3,0,0,5
ORD00466,6/5/2026,13:34:00,Friday,Delhi,V005,Green Leaf Cafe,Food Delivery,DRV014,1.95,Clear,1,382.64,26.9,0,0,4
ORD00467,2/19/2026,15:52:00,Thursday,Mumbai,V007,Wok This Way,Food Delivery,DRV016,5.18,Clear,0,1116.5,32.8,0,0,3
ORD00468,3/11/2026,13:54:00,Wednesday,Chennai,V003,Bowl & Broth,Food Delivery,DRV004,2.04,Heavy Traffic Event,1,854.69,28.7,0,0,5
ORD00469,3/19/2026,15:38:00,Thursday,Bengaluru,V004,Curry Express,Food Delivery,DRV052,3.44,Clear,0,1087.69,20.3,0,0,5
ORD00470,4/17/2026,20:02:00,Friday,Bengaluru,V010,Bun Intended Burgers,Food Delivery,DRV020,3.48,Clear,1,520.31,35.1,0,0,5
ORD00471,5/10/2026,22:24:00,Sunday,Mumbai,V012,Dosa Point,Grocery,DRV040,8.9,Clear,0,803.57,65.5,1,0,4
ORD00472,1/13/2026,14:19:00,Tuesday,Chennai,V001,Spice Route Kitchen,Food Delivery,DRV042,2.45,Clear,0,1294.73,28.1,0,0,4
ORD00473,1/9/2026,16:36:00,Friday,Bengaluru,V004,Curry Express,Food Delivery,DRV021,5.58,Clear,0,1259.48,39.2,0,0,4
ORD00474,2/27/2026,18:16:00,Friday,Hyderabad,V011,Roti Roll Co.,Food Delivery,DRV053,2.19,Clear,0,1220.48,22.8,0,0,3
ORD00475,3/4/2026,20:21:00,Wednesday,Mumbai,V012,Dosa Point,Grocery,DRV004,1.36,Heavy Traffic Event,1,644.24,23.2,0,0,5
ORD00476,3/28/2026,15:10:00,Saturday,Bengaluru,V010,Bun Intended Burgers,Food Delivery,DRV048,1.86,Clear,0,1160.3,21.2,0,0,5
ORD00477,5/13/2026,17:51:00,Wednesday,Chennai,V002,Urban Tadka,Food Delivery,DRV052,1.77,Rain,0,1137.17,23,0,0,4
ORD00478,6/3/2026,19:06:00,Wednesday,Bengaluru,V008,Pizza Junction,Grocery,DRV028,2.66,Clear,1,1364.23,34.9,0,0,5
ORD00479,2/21/2026,21:21:00,Saturday,Mumbai,V012,Dosa Point,Food Delivery,DRV048,2.57,Clear,1,273.29,35.5,0,0,5
ORD00480,1/11/2026,15:31:00,Sunday,Delhi,V006,Tandoori Nights,Food Delivery,DRV059,1.76,Rain,0,826.99,25,0,0,3
ORD00481,3/15/2026,14:43:00,Sunday,Delhi,V006,Tandoori Nights,Food Delivery,DRV032,1.97,Clear,0,941.22,18.4,0,0,3
ORD00482,4/29/2026,15:45:00,Wednesday,Chennai,V002,Urban Tadka,Grocery,DRV056,2.76,Rain,0,1198.35,38.2,0,0,4
ORD00483,4/28/2026,14:57:00,Tuesday,Chennai,V001,Spice Route Kitchen,Food Delivery,DRV050,2.56,Clear,0,1186.23,25.8,0,0,4
ORD00484,1/28/2026,15:45:00,Wednesday,Chennai,V002,Urban Tadka,Food Delivery,DRV028,1.2,Rain,0,1019.67,19.3,0,0,5
ORD00485,1/18/2026,16:32:00,Sunday,Hyderabad,V011,Roti Roll Co.,Food Delivery,DRV017,1.6,Clear,0,776.1,19.6,0,0,3
ORD00486,5/2/2026,19:32:00,Saturday,Delhi,V006,Tandoori Nights,Food Delivery,DRV028,3.07,Clear,1,700.92,31.3,0,0,4
ORD00487,4/15/2026,13:53:00,Wednesday,Hyderabad,V009,Sushi Central,Food Delivery,DRV003,5.62,Clear,1,584.34,39.9,0,0,4
ORD00488,3/19/2026,12:58:00,Thursday,Chennai,V003,Bowl & Broth,Food Delivery,DRV007,7.93,Clear,1,951.83,61.4,1,0,4
ORD00489,5/27/2026,12:01:00,Wednesday,Hyderabad,V011,Roti Roll Co.,Food Delivery,DRV043,6.18,Clear,1,397.52,40.7,0,0,3
ORD00490,1/13/2026,11:25:00,Tuesday,Mumbai,V007,Wok This Way,Food Delivery,DRV049,3.12,Clear,0,229.97,24.8,0,0,4
ORD00491,1/27/2026,16:31:00,Tuesday,Delhi,V005,Green Leaf Cafe,Food Delivery,DRV058,1.15,Clear,0,389.28,17.6,0,0,4
ORD00492,6/4/2026,8:02:00,Thursday,Delhi,V005,Green Leaf Cafe,Food Delivery,DRV023,2.82,Rain,0,833.5,34.8,0,0,3
ORD00493,3/24/2026,17:29:00,Tuesday,Hyderabad,V009,Sushi Central,Grocery,DRV033,3.28,Clear,0,610.92,32.7,0,0,5
ORD00494,5/6/2026,14:19:00,Wednesday,Delhi,V006,Tandoori Nights,Food Delivery,DRV059,7.38,Clear,0,559,51.4,1,0,3
ORD00495,6/7/2026,20:56:00,Sunday,Chennai,V001,Spice Route Kitchen,Food Delivery,DRV049,1.25,Clear,1,392.45,26.5,0,0,5
ORD00496,5/23/2026,13:40:00,Saturday,Delhi,V005,Green Leaf Cafe,Food Delivery,DRV056,2.93,Rain,1,264.46,28,0,0,4
ORD00497,4/9/2026,18:46:00,Thursday,Bengaluru,V004,Curry Express,Food Delivery,DRV034,5.6,Heavy Traffic Event,0,869.28,59.1,1,0,3
ORD00498,5/31/2026,12:26:00,Sunday,Chennai,V003,Bowl & Broth,Food Delivery,DRV033,4.38,Clear,1,198.36,38,0,0,4
ORD00499,6/23/2026,15:14:00,Tuesday,Bengaluru,V010,Bun Intended Burgers,Food Delivery,DRV017,2.9,Clear,0,927.15,30.6,0,0,5
ORD00500,5/28/2026,9:37:00,Thursday,Bengaluru,V010,Bun Intended Burgers,Food Delivery,DRV060,0.77,Clear,0,168.25,9.6,0,0,4
ORD00501,5/15/2026,8:09:00,Friday,Chennai,V001,Spice Route Kitchen,Food Delivery,DRV009,7.22,Clear,0,985.27,53.3,1,0,2
ORD00502,4/20/2026,15:55:00,Monday,Hyderabad,V011,Roti Roll Co.,Food Delivery,DRV055,2.21,Rain,0,975.06,23.5,0,0,4
ORD00503,6/14/2026,20:50:00,Sunday,Chennai,V001,Spice Route Kitchen,Food Delivery,DRV032,3.5,Clear,1,628.4,40,0,0,3
ORD00504,3/20/2026,21:33:00,Friday,Hyderabad,V011,Roti Roll Co.,Food Delivery,DRV050,1.7,Clear,1,264.22,28.7,0,0,4
ORD00505,2/28/2026,22:39:00,Saturday,Bengaluru,V008,Pizza Junction,Food Delivery,DRV016,2.41,Clear,0,179.22,21.7,0,0,5
ORD00506,2/6/2026,14:34:00,Friday,Delhi,V006,Tandoori Nights,Food Delivery,DRV041,1.41,Clear,0,942.12,25.8,0,0,4
ORD00507,2/23/2026,14:39:00,Monday,Delhi,V005,Green Leaf Cafe,Food Delivery,DRV018,2.09,Clear,0,782.57,33.2,0,0,4
ORD00508,5/14/2026,15:16:00,Thursday,Bengaluru,V008,Pizza Junction,Pharmacy,DRV003,4.25,Clear,0,879.02,35.9,0,0,5
ORD00509,6/2/2026,21:15:00,Tuesday,Chennai,V003,Bowl & Broth,Grocery,DRV019,1.68,Clear,1,829.35,24.2,0,0,5
ORD00510,2/12/2026,15:04:00,Thursday,Mumbai,V007,Wok This Way,Food Delivery,DRV019,2.88,Clear,0,347.08,31.4,0,0,4
ORD00511,1/26/2026,11:25:00,Monday,Chennai,V002,Urban Tadka,Food Delivery,DRV016,2.75,Clear,0,1239.5,26.6,0,0,5
ORD00512,4/19/2026,12:43:00,Sunday,Bengaluru,V008,Pizza Junction,Food Delivery,DRV001,2.87,Clear,1,284.64,26.9,0,0,5
ORD00513,4/4/2026,16:39:00,Saturday,Mumbai,V012,Dosa Point,Food Delivery,DRV043,2.82,Clear,0,1033.05,27.8,0,0,5
ORD00514,4/27/2026,14:27:00,Monday,Hyderabad,V009,Sushi Central,Food Delivery,DRV010,4.54,Clear,0,703.04,38.5,0,0,5
ORD00515,2/21/2026,14:23:00,Saturday,Mumbai,V012,Dosa Point,Grocery,DRV042,2.62,Clear,0,954.9,35.5,0,0,5
ORD00516,3/23/2026,17:18:00,Monday,Bengaluru,V008,Pizza Junction,Food Delivery,DRV039,1.6,Heavy Traffic Event,0,192.34,25.1,0,0,4
ORD00517,3/7/2026,16:36:00,Saturday,Bengaluru,V008,Pizza Junction,Grocery,DRV054,1.67,Heavy Traffic Event,0,698.1,27.4,0,0,5
ORD00518,3/14/2026,12:48:00,Saturday,Hyderabad,V009,Sushi Central,Food Delivery,DRV014,3.54,Clear,1,646.27,35.8,0,0,5
ORD00519,3/25/2026,20:36:00,Wednesday,Hyderabad,V011,Roti Roll Co.,Food Delivery,DRV015,2.57,Clear,1,1190.79,29.9,0,0,4
ORD00520,1/25/2026,13:03:00,Sunday,Bengaluru,V008,Pizza Junction,Food Delivery,DRV018,1.06,Clear,1,1380.09,14.4,0,0,5
ORD00521,5/15/2026,14:36:00,Friday,Hyderabad,V011,Roti Roll Co.,Food Delivery,DRV024,0.69,Clear,0,1256.41,13.3,0,0,3
ORD00522,3/14/2026,12:29:00,Saturday,Delhi,V005,Green Leaf Cafe,Food Delivery,DRV015,3.84,Clear,1,651.76,40,0,0,3
ORD00523,2/18/2026,19:02:00,Wednesday,Chennai,V003,Bowl & Broth,Food Delivery,DRV001,1.83,Rain,1,990.05,27.4,0,0,5
ORD00524,1/20/2026,15:57:00,Tuesday,Bengaluru,V004,Curry Express,Grocery,DRV040,6.73,Clear,0,336.11,44.6,0,0,4
ORD00525,3/2/2026,13:07:00,Monday,Mumbai,V012,Dosa Point,Food Delivery,DRV041,11.6,Clear,1,388.2,84.1,1,0,3
ORD00526,4/19/2026,10:52:00,Sunday,Bengaluru,V010,Bun Intended Burgers,Pharmacy,DRV029,5.97,Clear,0,454.39,39.1,0,0,5
ORD00527,1/6/2026,14:01:00,Tuesday,Mumbai,V012,Dosa Point,Food Delivery,DRV043,4.77,Clear,0,1291.02,39,0,0,5
ORD00528,2/6/2026,13:40:00,Friday,Delhi,V006,Tandoori Nights,Food Delivery,DRV029,2.51,Clear,1,295.34,33.5,0,0,4
ORD00529,2/26/2026,12:16:00,Thursday,Hyderabad,V011,Roti Roll Co.,Food Delivery,DRV029,2.21,Clear,1,1388.55,21.6,0,0,3
ORD00530,5/5/2026,10:49:00,Tuesday,Chennai,V002,Urban Tadka,Grocery,DRV031,2.35,Clear,0,468.16,25.2,0,0,5
ORD00531,6/1/2026,19:24:00,Monday,Mumbai,V007,Wok This Way,Food Delivery,DRV044,1.78,Clear,1,942.03,23.4,0,0,4
ORD00532,2/18/2026,20:31:00,Wednesday,Chennai,V002,Urban Tadka,Food Delivery,DRV001,2.19,Clear,1,1233.85,24.6,0,0,5
ORD00533,5/8/2026,22:38:00,Friday,Hyderabad,V009,Sushi Central,Pharmacy,DRV004,1.57,Clear,0,449.11,29,0,0,5
ORD00534,2/7/2026,13:07:00,Saturday,Chennai,V001,Spice Route Kitchen,Food Delivery,DRV010,2.01,Clear,1,593.26,26.8,0,0,4
ORD00535,5/20/2026,18:52:00,Wednesday,Chennai,V001,Spice Route Kitchen,Food Delivery,DRV013,6.55,Rain,0,687.45,42.4,0,0,4
ORD00536,3/15/2026,18:06:00,Sunday,Bengaluru,V004,Curry Express,Food Delivery,DRV010,3.53,Rain,0,374.13,39.6,0,0,5
ORD00537,5/4/2026,12:46:00,Monday,Delhi,V005,Green Leaf Cafe,Food Delivery,DRV054,2.59,Clear,1,798.19,28.3,0,0,3
ORD00538,3/2/2026,12:15:00,Monday,Hyderabad,V009,Sushi Central,Food Delivery,DRV052,3.22,Clear,1,992.27,40.5,0,0,4
ORD00539,5/5/2026,15:51:00,Tuesday,Hyderabad,V009,Sushi Central,Food Delivery,DRV059,0.49,Clear,0,1298.97,12.1,0,0,5
ORD00540,6/11/2026,12:41:00,Thursday,Bengaluru,V008,Pizza Junction,Food Delivery,DRV025,0.56,Rain,1,658.41,18,0,0,5
ORD00541,1/4/2026,20:06:00,Sunday,Mumbai,V007,Wok This Way,Food Delivery,DRV033,1,Clear,1,1055.06,31.2,0,0,3
ORD00542,3/1/2026,9:07:00,Sunday,Bengaluru,V010,Bun Intended Burgers,Food Delivery,DRV032,1.63,Clear,0,858.82,18.4,0,0,4
ORD00543,6/17/2026,12:23:00,Wednesday,Chennai,V003,Bowl & Broth,Food Delivery,DRV007,1.99,Clear,1,1093.77,30.4,0,0,4
ORD00544,2/26/2026,14:43:00,Thursday,Chennai,V003,Bowl & Broth,Food Delivery,DRV022,5.01,Clear,0,661.94,33.4,0,0,4
ORD00545,5/24/2026,16:05:00,Sunday,Mumbai,V007,Wok This Way,Grocery,DRV050,7.87,Clear,0,965.3,52.8,1,0,3
ORD00546,4/17/2026,22:47:00,Friday,Delhi,V005,Green Leaf Cafe,Food Delivery,DRV057,1.79,Heavy Traffic Event,0,539.4,36,0,0,3
ORD00547,5/17/2026,9:48:00,Sunday,Hyderabad,V011,Roti Roll Co.,Food Delivery,DRV010,5.99,Clear,0,1253.7,28.4,0,0,4
ORD00548,6/25/2026,21:19:00,Thursday,Bengaluru,V008,Pizza Junction,Grocery,DRV010,1.1,Rain,1,679.3,18.8,0,0,5
ORD00549,5/19/2026,20:36:00,Tuesday,Delhi,V005,Green Leaf Cafe,Food Delivery,DRV047,2.21,Rain,1,279.61,29,0,0,4
ORD00550,2/18/2026,9:35:00,Wednesday,Hyderabad,V011,Roti Roll Co.,Food Delivery,DRV039,4.08,Clear,0,356.35,33.2,0,0,4
ORD00551,1/12/2026,20:07:00,Monday,Delhi,V005,Green Leaf Cafe,Food Delivery,DRV004,7.26,Rain,1,1324.44,65.4,1,0,3
ORD00552,1/23/2026,9:00:00,Friday,Mumbai,V012,Dosa Point,Grocery,DRV016,2.26,Clear,0,183.07,25.1,0,0,5
ORD00553,5/31/2026,14:52:00,Sunday,Mumbai,V012,Dosa Point,Food Delivery,DRV051,6.51,Heavy Traffic Event,0,320.1,72.8,1,0,4
ORD00554,1/31/2026,13:33:00,Saturday,Chennai,V002,Urban Tadka,Food Delivery,DRV028,1.59,Clear,1,978.66,21.8,0,0,5
ORD00555,1/17/2026,16:05:00,Saturday,Mumbai,V012,Dosa Point,Grocery,DRV053,4.15,Clear,0,525.76,46.6,1,0,5
ORD00556,1/1/2026,13:30:00,Thursday,Delhi,V006,Tandoori Nights,Food Delivery,DRV043,5.01,Clear,1,1093.7,38.2,0,0,3
ORD00557,2/11/2026,8:07:00,Wednesday,Mumbai,V012,Dosa Point,Food Delivery,DRV011,1.48,Clear,0,179.21,17.9,0,0,4
ORD00558,1/4/2026,17:24:00,Sunday,Bengaluru,V004,Curry Express,Food Delivery,DRV046,2.44,Clear,0,1380.75,20.7,0,0,5
ORD00559,5/2/2026,12:40:00,Saturday,Chennai,V002,Urban Tadka,Food Delivery,DRV008,4.07,Clear,1,1070.91,38.5,0,0,5
ORD00560,2/15/2026,15:30:00,Sunday,Delhi,V005,Green Leaf Cafe,Food Delivery,DRV040,7.02,Clear,0,1043.21,42.5,0,0,3
ORD00561,4/28/2026,22:00:00,Tuesday,Bengaluru,V010,Bun Intended Burgers,Pharmacy,DRV037,2.9,Clear,0,143.09,25.2,0,0,5
ORD00562,4/11/2026,12:18:00,Saturday,Bengaluru,V008,Pizza Junction,Pharmacy,DRV022,4.2,Clear,1,1359.31,35.6,0,0,5
ORD00563,5/9/2026,17:18:00,Saturday,Hyderabad,V011,Roti Roll Co.,Food Delivery,DRV006,2.46,Clear,0,257.97,23.9,0,0,4
ORD00564,4/25/2026,22:01:00,Saturday,Delhi,V005,Green Leaf Cafe,Food Delivery,DRV020,8.17,Rain,0,1059.66,53.7,1,0,3
ORD00565,5/25/2026,17:23:00,Monday,Delhi,V006,Tandoori Nights,Food Delivery,DRV045,6.35,Clear,0,577.56,46,1,0,2
ORD00566,5/30/2026,12:52:00,Saturday,Mumbai,V007,Wok This Way,Pharmacy,DRV011,4.65,Rain,1,378.67,68.3,1,0,2
ORD00567,2/5/2026,14:58:00,Thursday,Bengaluru,V004,Curry Express,Food Delivery,DRV003,1.26,Clear,0,1252.82,12.4,0,0,4
ORD00568,5/24/2026,16:18:00,Sunday,Hyderabad,V009,Sushi Central,Food Delivery,DRV001,0.19,Clear,0,565.15,26.4,0,0,5
ORD00569,3/31/2026,18:48:00,Tuesday,Bengaluru,V010,Bun Intended Burgers,Grocery,DRV041,2.55,Clear,0,655.21,,0,1,
ORD00570,5/24/2026,14:15:00,Sunday,Chennai,V002,Urban Tadka,Grocery,DRV035,2.63,Clear,0,1155.49,32.7,0,0,5
ORD00571,4/19/2026,20:25:00,Sunday,Hyderabad,V011,Roti Roll Co.,Food Delivery,DRV060,1.19,Clear,1,641.91,14.4,0,0,3
ORD00572,4/7/2026,13:09:00,Tuesday,Bengaluru,V004,Curry Express,Food Delivery,DRV010,2.61,Clear,1,136.74,26.1,0,0,5
ORD00573,5/26/2026,22:08:00,Tuesday,Chennai,V002,Urban Tadka,Grocery,DRV028,0.67,Clear,0,630.52,15.8,0,0,5
ORD00574,2/26/2026,11:13:00,Thursday,Chennai,V003,Bowl & Broth,Food Delivery,DRV017,4.83,Clear,0,601.54,25.8,0,0,5
ORD00575,4/14/2026,22:48:00,Tuesday,Mumbai,V012,Dosa Point,Food Delivery,DRV030,1,Clear,0,394.74,16.8,0,0,5
ORD00576,6/10/2026,21:31:00,Wednesday,Chennai,V003,Bowl & Broth,Grocery,DRV033,2.71,Rain,1,1326.53,24.2,0,0,5
ORD00577,2/8/2026,14:16:00,Sunday,Chennai,V001,Spice Route Kitchen,Food Delivery,DRV028,3.82,Clear,0,693.43,40.4,0,0,3
ORD00578,5/13/2026,9:36:00,Wednesday,Chennai,V002,Urban Tadka,Pharmacy,DRV017,1.64,Clear,0,342.17,19.1,0,0,5
ORD00579,3/11/2026,18:24:00,Wednesday,Bengaluru,V004,Curry Express,Food Delivery,DRV021,1.72,Clear,0,1133.71,20.9,0,0,4
ORD00580,3/30/2026,9:31:00,Monday,Mumbai,V007,Wok This Way,Food Delivery,DRV030,1.99,Clear,0,1218.1,23.7,0,0,3
ORD00581,3/23/2026,8:06:00,Monday,Chennai,V003,Bowl & Broth,Food Delivery,DRV052,2.46,Heavy Traffic Event,0,534.06,28.5,0,0,3
